,Filter,Path,Version,Volume,_id
0,,/,2,vmposeteCAPIT,5a71924e8b35cb93226c5758
1,s,/~DFSINFO.8-P,2,vmposeteCAPIT,5a71924e8b35cb93226c575a
2,s,/._NETWARE,2,vmposeteCAPIT,5a71924e8b35cb93226c575c
3,s,/._NETWARE/.trustee_database.xml,2,vmposeteCAPIT,5a71924e8b35cb93226c5760
