,Version,Volume,_id,path,quota
0,1,CRAC3,5a7435bc7484e2d915806ff4,\Homedir\Carpentier_m,1024000000
1,1,CRAC3,5a7435bc7484e2d915806ff6,\Homedir\Noel_c,1024000000
2,1,CRAC3,5a7435bc7484e2d915806ff8,\Homedir\Redon_k,1024000000
3,1,CRAC3,5a7435bc7484e2d915806ffa,\Homedir\Rossignol_v,1024000000
4,1,CRAC3,5a7435bc7484e2d915806ffc,\Homedir\Siess_f,1024000000
5,1,CRAC3,5a7435bc7484e2d915806ffe,\Homedir\testcrac,1024000000
6,1,CRAC3,5a7435bc7484e2d915807000,\Homedir\Tissier_n,1024000000
7,1,CRAC3,5a7435bc7484e2d915807002,\Homedir\Bonjour_p,1024000000
8,1,CRAC3,5a7435bc7484e2d915807004,\Homedir\Comito_m,1024000000
