,Filter,Path,Version,Volume,_id
0,,/,1,CAPIT3,5a7435ac7484e2d915806e46
1,s,/~DFSINFO.8-P,1,CAPIT3,5a7435ac7484e2d915806e48
2,s,/._NETWARE,1,CAPIT3,5a7435ac7484e2d915806e4a
3,s,/._NETWARE/.trustee_database.xml,1,CAPIT3,5a7435ac7484e2d915806e4e
