,_id,cn,dn,member
303,5a561c7b8a714b91a76ceb16,IMP-DirectionGenerale3,"cn=IMP-DirectionGenerale3,ou=IPRINTERS,ou=PTX,o=GB1","[['cn=NRIS,ou=DIR-GENERALE,ou=BOLLORE,ou=PTX,o=GB1']]"
304,5a561c7b8a714b91a76ceb18,DL-COMMUNICATION,"cn=DL-COMMUNICATION,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1","[['cn=BSWR,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=EFSR,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=FBSD,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JLLE,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=MGOM,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=MPTT,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=ServiceCommunication,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=STAGEVT2,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=LSCOM01,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=LMPR,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=SFSD2,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=PFBI,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=LSCOM02,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=XLRY,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JLED,ou=COMMUNICATION,ou=BOLLORE,ou=PTX,o=GB1']]"
305,5a561c7b8a714b91a76ceb1a,OLD-BOLLORE_INTERMEDIA,"cn=OLD-BOLLORE_INTERMEDIA,ou=GROUPES,ou=BOLLORE,ou=PTX,o=GB1","[['cn=AGRE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=AAIE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=ASFT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=ASTE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CCAT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CGOE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CGWL,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CLVN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CRJO,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=DOFO,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=FBTU,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=FIZI,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=GALT,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPGY,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPVS,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JCTY,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=GBCD,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=OMCL,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=LBOE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LLIE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LMDY,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LSLT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MMLT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MLCR,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MPTR,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=PBBN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=PGBN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=PGEN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=QBAH,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=SGIO,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=SKMR,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=SPVS,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=SVET,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=VFUE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=VMEN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=VRAD,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=VRIY,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=WAOR,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=ERUE,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR04,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=FMSI,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR06,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR07,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LSTECDSI,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=CPOZ,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=KLBE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR11,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LSTECDSI2,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=BAUN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=FVEE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=AGNA,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=SRSA,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=PRGN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR08,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR10,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=NRDS,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STREGIE2,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STREGI15,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=BNAT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=EDEE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR09,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MSTE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=SMSN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=VVLE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LSNT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=FMQT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CVSN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STREGI13,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=EEVA,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MDCS,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=GCER,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR12,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=SBTE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=GGUE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1']]"
306,5a561c7b8a714b91a76ceb1c,OLD-DIRECTSTAR,"cn=OLD-DIRECTSTAR,ou=GROUPES,ou=BOLLORE,ou=PTX,o=GB1","[['cn=ABNT,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=AFCT,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=AJLY,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=CMRL,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=CSDR,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=DAF,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=DMATIN1,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=EDDE,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=ELRL,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=ERUE,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=FBTU,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=GALT,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPGY,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPVS,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=OMCL,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=SSEA,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=GAND,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=GZLR,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=GVCT,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JATI,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=JBOR,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=JCTY,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=JHMN,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=JMHX,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=MJFT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MPTR,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=NdfCompta,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=NdfDAF,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=NdfValide,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=PBDN,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=SBLE,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=STSI,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=TLAD,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=XFND,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=YBLE,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR05,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LSTECDSI,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=AMLD,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=KLBE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=TMRE,ou=BLUECAR,ou=PTX,o=GB1', 'cn=LSTECDSI2,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=LSDAF,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=MOHN,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=GCER,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=RBOH,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=NLEC,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=CTEA,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=GGDI,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1']]"
307,5a561c7b8a714b91a76ceb1e,OLD-DIRECTDIGITAL,"cn=OLD-DIRECTDIGITAL,ou=GROUPES,ou=BOLLORE,ou=PTX,o=GB1","[['cn=GALT,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPGY,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPVS,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=OMCL,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=SSEA,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=FBTU,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=JCTY,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=ERUE,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=LSTECDSI,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=KLBE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LSTECDSI2,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=GCER,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1']]"
308,5a561c7b8a714b91a76ceb20,OLD-DIRECT8,"cn=OLD-DIRECT8,ou=GROUPES,ou=BOLLORE,ou=PTX,o=GB1","[['cn=AAIE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=ABNT,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=ABOY,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=AFCT,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=AJLY,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=ALFT,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=ASFT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=ASTE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CCAT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CLVN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CMRL,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=CRJO,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CSDR,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=DMATIN1,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=DOFO,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=FBTU,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=FIZI,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=GALT,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=GVCT,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPGY,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPVS,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=GBCD,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=GZLR,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=GCEE,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=JCTY,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=JBOR,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=JATI,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=JHMN,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=JMHX,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=LBOE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LLIE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LMDY,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MLCR,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MMCR,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=NCLD,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=NPES,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=PDGD,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=PGEN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=QPS,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=RFES,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=SBLE,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=SKMR,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=SNDR,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=SPVS,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STSI,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=SSMZ,ou=DIR-GENERALE,ou=BOLLORE,ou=PTX,o=GB1', 'cn=TLAD,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=XFND,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=VBSC,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=VFUE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=VRIY,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=WAOR,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=VJNE,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR04,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR05,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR06,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR07,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STDMAT05,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR10,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=AMLD,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=KLBE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR11,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=JMRS,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=FVEE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=AGNA,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=FLVL,ou=DRH-GROUPE,ou=BOLLORE,ou=PTX,o=GB1', 'cn=SRSA,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=PRGN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR08,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=NRDS,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STREGIE2,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STREGI15,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=BNAT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=EDEE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR09,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MSTE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LSDAF,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=SMSN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=VVLE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=LSNT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=FMQT,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CVSN,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STREGI13,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=MOHN,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=EEVA,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STDMAT09,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=STDMAT11,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=MDCS,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=GCER,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=STBMR12,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=PLSU,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=RBOH,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=NLEC,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=SBTE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=CTEA,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1', 'cn=GGUE,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1', 'cn=GGDI,ou=BOLLOREMEDIAREGIE,ou=MEDIA,ou=PTX,o=GB1']]"
309,5a561c7b8a714b91a76ceb22,DIRECTDIGITAL,"cn=DIRECTDIGITAL,ou=GROUPES,ou=BOLLORE,ou=PTX,o=GB1","[['cn=LSDIGI10,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB01,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB02,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB03,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB04,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB05,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB06,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB07,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB08,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB09,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB10,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=STWEB11,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=PIGISTE3,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=PIGISTE2,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=PIGISTE4,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=JPVS,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=MAGRD,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1', 'cn=KVLE,ou=BOLLOREMEDIADIGITAL,ou=MEDIA,ou=PTX,o=GB1']]"
310,5a561c7b8a714b91a76ceb24,NWSERVER-REG,"cn=NWSERVER-REG,ou=GROUPES,ou=BOLLORE,ou=PTX,o=GB1",[]
311,5a561c7b8a714b91a76ceb26,1-BM-COMMUNICATION,"cn=1-BM-COMMUNICATION,ou=GROUPES,ou=BOLLORE,ou=PTX,o=GB1","[['cn=ELRL,ou=BOLLOREMEDIA,ou=MEDIA,ou=PTX,o=GB1', 'cn=GALT,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPGY,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1', 'cn=JPVS,ou=DSI,ou=BOLLORE,ou=PTX,o=GB1']]"
312,5a561c7b8a714b91a76ceb28,DL-BLUECAR,"cn=DL-BLUECAR,ou=BLUECAR,ou=PTX,o=GB1","[['cn=AS400FRPAR5,ou=BLUECAR,ou=PTX,o=GB1', 'cn=AUTOLIB1,ou=BLUECAR,ou=PTX,o=GB1', 'cn=AUTOLIB2,ou=BLUECAR,ou=PTX,o=GB1', 'cn=AUTOLIB3,ou=BLUECAR,ou=PTX,o=GB1', 'cn=VEPB,ou=BLUECAR,ou=PTX,o=GB1']]"
