,_id,dn,groupid,member,uid
2095,5a58d82d8a714b91a771367b,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=Lecteurs,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",Lecteurs
2096,5a58d82d8a714b91a771367e,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=LeMonde,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",LeMonde
2097,5a58d82d8a714b91a7713681,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=LoireAtlantique,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",LoireAtlantique
2098,5a58d82d8a714b91a7713684,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=LPGI,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",LPGI
2099,5a58d82d8a714b91a7713687,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=LSDMAT01,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",LSDMAT01
2100,5a58d82d8a714b91a771368a,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=MMCR,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",MMCR
2101,5a58d82d8a714b91a771368d,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=MonJournal,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",MonJournal
2102,5a58d82d8a714b91a7713690,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=MORBIHAN,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",MORBIHAN
2103,5a58d82d8a714b91a7713693,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=MSZE,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",MSZE
2104,5a58d82d8a714b91a7713696,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=NCLD,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",NCLD
2105,5a58d82d8a714b91a7713699,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=NPES,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",NPES
2106,5a58d82d8a714b91a771369c,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=PGMY,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",PGMY
2107,5a58d82d8a714b91a771369f,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=PhotoMatinPlus,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",
2108,5a58d82d8a714b91a77136a2,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=PrePresseMatinPlus,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",PrePresseMatinPlus
2109,5a58d82d8a714b91a77136a5,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=Presse,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",Presse
2110,5a58d82d8a714b91a77136a8,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=PresseNantes,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",PresseNantes
2111,5a58d82d8a714b91a77136ab,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=QPS,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",QPS
2112,5a58d82d8a714b91a77136ae,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=RedacFTP,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",RedacFTP
2113,5a58d82d8a714b91a77136b1,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=REDACFTP1,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",REDACFTP1
2114,5a58d82d8a714b91a77136b4,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=REDACFTP2,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",REDACFTP2
2115,5a58d82d8a714b91a77136b7,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=REGION,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",REGION
2116,5a58d82d8a714b91a77136ba,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=RFES,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",RFES
2117,5a58d82d8a714b91a77136bd,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=RJRN,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",RJRN
2118,5a58d82d8a714b91a77136c0,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=RMAO,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",RMAO
2119,5a58d82d8a714b91a77136c3,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SBAI,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SBAI
2120,5a58d82d8a714b91a77136c6,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SCLR,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SCLR
2121,5a58d82d8a714b91a77136c9,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SFSD,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SFSD
2122,5a58d82d8a714b91a77136cc,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SJNT,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SJNT
2123,5a58d82d8a714b91a77136cf,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SLSG,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SLSG
2124,5a58d82d8a714b91a77136d2,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SMSR,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SMSR
2125,5a58d82d8a714b91a77136d5,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SMSR2,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SMSR2
2126,5a58d82d8a714b91a77136d8,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SNAA,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SNAA
2127,5a58d82d8a714b91a77136db,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SNDR,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SNDR
2128,5a58d82d8a714b91a77136de,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=SR-DIRECTMATIN,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",SR-DIRECTMATIN
2129,5a58d82d8a714b91a77136e1,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=Stag31D8,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",Stag31D8
2130,5a58d82d8a714b91a77136e4,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=Stag62D8,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",Stag62D8
2131,5a58d82d8a714b91a77136e7,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=STDMAT01,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",STDMAT01
2132,5a58d82d8a714b91a77136ea,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=STDMAT02,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",STDMAT02
2133,5a58d82d8a714b91a77136ed,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=STDMAT03,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",STDMAT03
2134,5a58d82d8a714b91a77136f0,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=STDMAT04,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",STDMAT04
2135,5a58d82d8a714b91a77136f3,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=STDMAT05,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",STDMAT05
2136,5a58d82d8a714b91a77136f6,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=STDMAT06,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",STDMAT06
2137,5a58d82d8a714b91a77136f9,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=STDMAT07,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",STDMAT07
2138,5a58d82d8a714b91a77136fc,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=STDMAT08,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",STDMAT08
2139,5a58d82d8a714b91a77136ff,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=STMAT01,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",STMAT01
2140,5a58d82d8a714b91a7713702,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=TLAD,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",TLAD
2141,5a58d82d8a714b91a7713705,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=VDVL,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",VDVL
2142,5a58d82d8a714b91a7713708,"cn=IMP-Ricoh_badge_1,ou=IPRINTERS,ou=PTX,o=GB1",IMP-Ricoh_badge_1,"cn=VHFR,ou=MATINPLUS,ou=MEDIA,ou=PTX,o=GB1",VHFR
