,TID,Version,Volume,_id,name,path,rights
45,4c2188fa-6fdd-45ac-7b-a7-fa88214cdd6f,2,VOLDATAH,5a67c1c62525b99975919f4a,.CN=LSK450.OU=IRIS.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BADGE1,rwcefm
46,e7c5ef49-9ea0-4f6b-a3-be-49efc5e7a09e,2,VOLDATAH,5a67c1c62525b99975919f4c,.CN=KXU805.OU=IRIS.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BADGE2,rwcefm
47,ba20f500-8c61-11db-b3-9b-00065bf7dbc8,2,VOLDATAH,5a67c1c62525b99975919f4e,.CN=EYR192.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BCSS,rwcefm
48,539cbe1c-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f50,.CN=BCVE.OU=DIR-GENERALE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BCVE,rwcefm
49,79f2ee00-c74b-11db-b3-9b-00065bf7dbc8,2,VOLDATAH,5a67c1c62525b99975919f52,.CN=BDTD.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BDTD,rwcefm
50,539cbe35-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f54,.CN=JIV604.OU=DRH-HOLDING.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BFVE,rwcefm
51,539cbe3e-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f56,.CN=BGDN.OU=COMPTABILITE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BGDN,rwcefm
52,7eb9bf2d-629a-474b-29-bf-2dbfb97e9a62,2,VOLDATAH,5a67c1c62525b99975919f58,.CN=VGS078.OU=DIR-ACT-INDUSTRIELLES.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BHRL,rwcefm
53,a2fad080-6e7e-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f5a,.CN=EJC191.OU=CE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BIBLIO,rwcefm
54,1d239300-70d3-11d7-9c-64-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f5c,.CN=TYE450.OU=DRH-GROUPE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BMQS,rwcefm
55,c1d58680-59e8-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f5e,.CN=BRG.OU=IRIS.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BRG,rwcefm
56,bff11700-d08f-11da-bc-23-bc304ddc3f5f,2,VOLDATAH,5a67c1c62525b99975919f60,.CN=UMR612.OU=DIR-ACHATS.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/BZTA,rwcefm
57,539cbe0a-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f62,.CN=RNM473.OU=DIR-ACT-INDUSTRIELLES.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CBOE,rwcefm
58,725f0c00-0526-11dc-b3-9c-00065bf7dbc8,2,VOLDATAH,5a67c1c62525b99975919f64,.CN=EZI653.OU=BOLLOREMEDIAREGIE.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CCAT,rwcefm
59,7752c1f4-83c9-469e-da-a6-f4c15277c983,2,VOLDATAH,5a67c1c62525b99975919f66,.CN=AUW076.OU=DIR-ACHATS.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CCCR,rwcefm
60,67b21480-9f56-11dc-b3-9c-00065bf7dbc8,2,VOLDATAH,5a67c1c62525b99975919f68,.CN=JPS180.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CCLL,rwcefm
61,95b8c600-ee6e-11dc-84-f0-00c09f2354bb,2,VOLDATAH,5a67c1c62525b99975919f6a,.CN=CCNS.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CCNS,rwcefm
62,dd9f15a0-d877-4324-9e-96-a0159fdd77d8,2,VOLDATAH,5a67c1c62525b99975919f6c,.CN=JSA402.OU=AUDIT.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CCUE,rwcefm
63,ff211880-9fce-11db-9c-65-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f6e,.CN=KYI634.OU=CONSOLIDATION.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CDAS,rwcefm
64,539cbe23-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f70,.CN=BBM545.OU=DIR-PARTICIPATIONS.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CDBT,rwcefm
65,539cbe33-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f72,.CN=PAS313.OU=FONDATION.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CDCR,rwcefm
66,3e937354-1191-4f5f-9d-b3-5473933e9111,2,VOLDATAH,5a67c1c62525b99975919f74,.CN=CDOG.OU=AUDIT.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CDOG,rwcefm
67,b87fe9ac-7240-497f-9a-be-ace97fb84072,2,VOLDATAH,5a67c1c62525b99975919f76,.CN=YOP035.OU=CONTROLE-GEST.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CFSR,rwcefm
